record_id,timestamp,intersection_id,intersection_name_simulated,intersection_type,lane,estimated_vehicle_class,speed_limit_kmh,speed_kmh,radial_speed_kmh,speed_excess_kmh,speeding_flag,severe_speeding_flag,range_m,direction_deg,longitudinal_accel_m_s2,traffic_density_veh_min,occupancy_pct,signal_state,near_conflict_flag,risk_score_0_10,risk_level,potential_high_risk_event,accidents_12m,fatalities_12m,injuries_12m,serious_injuries_12m
RAD-010796,2026-09-20 01:55:13,INT001,Av_Regional_Calle_10,Semaforizada,2,Camioneta,50,40.1,37.7,0.0,0,0,16.1,227.6,-0.69,8.1,17.1,Verde,0,3.05,Bajo,0,6,2,14,2
RAD-000711,2026-09-20 01:56:35,INT012,Carrera_30_Calle_10,Zona_escolar,1,Automovil,30,21.3,21.2,0.0,0,0,65.1,124.0,-1.77,9.1,32.9,No_aplica,0,4.44,Medio,0,4,1,10,1
RAD-024325,2026-09-20 02:01:35,INT004,Av_Oriental_Calle_52,Semaforizada,4,Motocicleta,50,51.1,49.0,1.1,1,0,50.0,326.7,-0.02,7.8,17.3,Rojo,0,4.76,Medio,0,8,3,21,4
RAD-014896,2026-09-20 02:07:25,INT011,Carrera_70_Calle_48,Zona_residencial,3,Automovil,30,51.6,-50.7,21.6,1,1,102.3,221.3,0.78,12.5,38.2,No_aplica,1,10.0,Critico,1,6,2,19,3
RAD-020534,2026-09-20 02:09:04,INT008,Calle_33_Carrera_76,No_semaforizada,3,Motocicleta,50,57.6,-47.4,7.6,1,0,92.4,232.0,0.54,10.6,23.1,No_aplica,0,5.78,Medio,0,5,2,13,2
RAD-022845,2026-09-20 02:10:03,INT010,Carrera_52_Calle_44,Zona_residencial,2,Automovil,30,33.3,29.9,3.3,1,0,86.8,125.5,0.32,6.5,20.8,No_aplica,0,4.78,Medio,0,5,2,16,2
RAD-013582,2026-09-20 02:10:30,INT003,Av_El_Poblado_Calle_10,Semaforizada,1,Bus,50,54.2,43.5,4.2,1,0,82.6,26.4,1.96,6.9,23.5,Verde,1,7.41,Alto,1,7,2,18,3
RAD-023322,2026-09-20 02:10:49,INT002,Av_80_Calle_33,Semaforizada,4,Camioneta,50,54.7,49.3,4.7,1,0,94.6,37.4,3.21,6.5,21.8,Verde,1,7.2,Alto,1,5,1,11,1
RAD-012785,2026-09-20 02:11:44,INT011,Carrera_70_Calle_48,Zona_residencial,1,Motocicleta,30,26.4,24.4,0.0,0,0,9.4,78.6,-2.39,9.6,26.7,No_aplica,0,5.97,Medio,0,6,2,19,3
RAD-016750,2026-09-20 02:13:37,INT005,Av_80_Calle_30,No_semaforizada,4,Automovil,50,53.2,43.6,3.2,1,0,108.4,217.1,-0.46,6.5,20.2,No_aplica,0,4.02,Medio,0,4,1,9,1
RAD-004766,2026-09-20 02:14:13,INT010,Carrera_52_Calle_44,Zona_residencial,1,Bus,30,36.9,-27.3,6.9,1,0,45.3,304.8,1.92,6.9,24.3,No_aplica,0,6.68,Alto,0,5,2,16,2
RAD-023360,2026-09-20 02:16:15,INT011,Carrera_70_Calle_48,Zona_residencial,3,Motocicleta,30,18.7,17.0,0.0,0,0,40.2,286.7,-0.41,8.2,25.4,No_aplica,0,6.14,Medio,0,6,2,19,3
RAD-016765,2026-09-20 02:19:04,INT011,Carrera_70_Calle_48,Zona_residencial,4,Bus,30,20.8,18.7,0.0,0,0,56.0,329.6,-1.25,8.0,24.2,No_aplica,0,6.67,Alto,0,6,2,19,3
RAD-016226,2026-09-20 02:23:20,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,35.9,33.6,5.9,1,0,103.7,278.5,-1.8,7.7,18.8,No_aplica,0,6.97,Alto,0,6,2,19,3
RAD-022571,2026-09-20 02:25:05,INT002,Av_80_Calle_33,Semaforizada,2,Motocicleta,50,55.0,51.4,5.0,1,0,61.7,93.6,-0.05,5.7,18.5,Verde,0,2.56,Bajo,0,5,1,11,1
RAD-016483,2026-09-20 02:26:04,INT004,Av_Oriental_Calle_52,Semaforizada,3,Automovil,50,58.0,-54.0,8.0,1,0,20.3,90.5,-0.01,5.7,15.7,Rojo,1,9.49,Critico,1,8,3,21,4
RAD-001495,2026-09-20 02:26:09,INT002,Av_80_Calle_33,Semaforizada,3,Motocicleta,50,43.2,-41.7,0.0,0,0,21.1,104.5,-0.47,10.6,25.2,Verde,0,4.69,Medio,0,5,1,11,1
RAD-011412,2026-09-20 02:26:49,INT002,Av_80_Calle_33,Semaforizada,2,Automovil,50,56.4,-51.4,6.4,1,0,32.9,340.6,-1.51,11.5,39.3,Verde,0,6.56,Alto,0,5,1,11,1
RAD-012776,2026-09-20 02:29:21,INT009,Calle_50_Carrera_43,Semaforizada,2,Camion,50,52.1,50.8,2.1,1,0,63.7,229.1,-0.38,4.3,15.1,Rojo,0,5.66,Medio,0,7,3,20,3
RAD-012986,2026-09-20 02:30:03,INT011,Carrera_70_Calle_48,Zona_residencial,3,Motocicleta,30,34.0,-28.0,4.0,1,0,114.3,333.9,0.6,5.8,12.8,No_aplica,0,5.89,Medio,0,6,2,19,3
RAD-015056,2026-09-20 02:30:14,INT009,Calle_50_Carrera_43,Semaforizada,1,Motocicleta,50,47.2,38.9,0.0,0,0,67.7,198.6,1.17,5.5,13.0,Rojo,0,7.04,Alto,0,7,3,20,3
RAD-023747,2026-09-20 02:30:31,INT012,Carrera_30_Calle_10,Zona_escolar,3,Automovil,30,37.6,-33.2,7.6,1,0,12.6,44.9,-0.04,10.2,25.0,No_aplica,0,5.13,Medio,0,4,1,10,1
RAD-006969,2026-09-20 02:31:58,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,46.0,-42.7,0.0,0,0,101.8,259.7,-0.91,7.4,18.1,Verde,0,3.93,Medio,0,7,3,20,3
RAD-000423,2026-09-20 02:33:08,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Automovil,50,60.2,-50.6,10.2,1,0,77.8,64.0,-0.52,7.2,23.9,Rojo,1,8.27,Critico,1,7,2,18,3
RAD-024424,2026-09-20 02:34:05,INT007,Carrera_65_Calle_30,Semaforizada,4,Automovil,50,66.8,-57.1,16.8,1,1,60.5,109.1,0.37,10.5,34.3,Verde,0,7.09,Alto,1,6,2,15,2
RAD-001082,2026-09-20 02:35:15,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,54.9,43.6,4.9,1,0,58.1,226.4,-1.33,5.0,18.7,Verde,0,3.75,Medio,0,6,2,14,2
RAD-002885,2026-09-20 02:35:42,INT006,Av_Las_Vegas_Calle_10,Glorieta,2,Camioneta,50,47.5,-44.6,0.0,0,0,11.0,204.1,0.34,7.7,19.9,No_aplica,0,3.14,Bajo,0,3,1,7,1
RAD-015914,2026-09-20 02:35:50,INT007,Carrera_65_Calle_30,Semaforizada,1,Motocicleta,50,58.1,-55.1,8.1,1,0,66.2,51.4,-1.82,12.4,33.2,Verde,0,4.99,Medio,0,6,2,15,2
RAD-019198,2026-09-20 02:36:33,INT010,Carrera_52_Calle_44,Zona_residencial,1,Automovil,30,19.5,19.2,0.0,0,0,75.4,284.6,0.68,5.4,11.3,No_aplica,0,5.44,Medio,0,5,2,16,2
RAD-019432,2026-09-20 02:37:18,INT006,Av_Las_Vegas_Calle_10,Glorieta,4,Bus,50,49.6,48.3,0.0,0,0,86.0,61.3,0.18,8.8,25.1,No_aplica,0,4.24,Medio,0,3,1,7,1
RAD-006472,2026-09-20 02:37:49,INT011,Carrera_70_Calle_48,Zona_residencial,3,Camion,30,26.8,-21.7,0.0,0,0,97.4,160.8,-0.52,9.4,33.8,No_aplica,0,4.11,Medio,0,6,2,19,3
RAD-003105,2026-09-20 02:38:06,INT006,Av_Las_Vegas_Calle_10,Glorieta,4,Motocicleta,50,51.7,43.1,1.7,1,0,12.7,104.4,0.19,9.4,27.4,No_aplica,0,4.49,Medio,0,3,1,7,1
RAD-002092,2026-09-20 02:42:39,INT009,Calle_50_Carrera_43,Semaforizada,4,Camioneta,50,48.2,35.2,0.0,0,0,8.7,137.3,-0.92,6.9,23.8,Rojo,0,5.13,Medio,0,7,3,20,3
RAD-000305,2026-09-20 02:45:39,INT011,Carrera_70_Calle_48,Zona_residencial,3,Motocicleta,30,37.3,-29.2,7.3,1,0,68.9,359.6,0.69,8.8,21.1,No_aplica,1,7.01,Alto,1,6,2,19,3
RAD-006922,2026-09-20 02:46:41,INT001,Av_Regional_Calle_10,Semaforizada,4,Automovil,50,66.4,-61.2,16.4,1,1,46.0,79.0,0.23,9.0,27.7,Rojo,0,7.07,Alto,1,6,2,14,2
RAD-013694,2026-09-20 02:47:04,INT009,Calle_50_Carrera_43,Semaforizada,3,Automovil,50,55.8,-45.4,5.8,1,0,95.2,117.9,0.71,6.3,21.6,Verde,0,5.81,Medio,0,7,3,20,3
RAD-007370,2026-09-20 02:48:03,INT010,Carrera_52_Calle_44,Zona_residencial,3,Camioneta,30,37.9,-33.6,7.9,1,0,109.8,61.9,0.43,4.9,15.5,No_aplica,0,6.31,Medio,0,5,2,16,2
RAD-007622,2026-09-20 02:52:37,INT004,Av_Oriental_Calle_52,Semaforizada,2,Motocicleta,50,59.2,53.5,9.2,1,0,58.3,131.2,1.17,12.2,42.3,Verde,0,6.95,Alto,0,8,3,21,4
RAD-020232,2026-09-20 02:55:48,INT009,Calle_50_Carrera_43,Semaforizada,2,Camioneta,50,53.2,42.2,3.2,1,0,113.7,166.9,0.7,4.8,16.3,Verde,0,5.05,Medio,0,7,3,20,3
RAD-013249,2026-09-20 02:58:11,INT011,Carrera_70_Calle_48,Zona_residencial,1,Automovil,30,33.3,-29.6,3.3,1,0,77.2,21.2,-1.35,9.6,25.9,No_aplica,0,7.85,Alto,0,6,2,19,3
RAD-001049,2026-09-20 03:00:23,INT008,Calle_33_Carrera_76,No_semaforizada,2,Motocicleta,50,56.5,54.1,6.5,1,0,93.9,169.1,-0.78,9.1,31.1,No_aplica,0,4.6,Medio,0,5,2,13,2
RAD-015012,2026-09-20 03:02:57,INT007,Carrera_65_Calle_30,Semaforizada,2,Automovil,50,54.2,42.0,4.2,1,0,84.1,56.3,-0.56,9.3,22.6,Verde,0,6.39,Medio,0,6,2,15,2
RAD-017163,2026-09-20 03:03:02,INT009,Calle_50_Carrera_43,Semaforizada,4,Camion,50,50.5,45.2,0.5,1,0,75.3,142.0,3.01,8.1,20.5,Verde,0,6.75,Alto,0,7,3,20,3
RAD-013539,2026-09-20 03:03:05,INT010,Carrera_52_Calle_44,Zona_residencial,1,Camioneta,30,40.7,-30.2,10.7,1,0,67.2,42.0,-0.74,4.2,9.6,No_aplica,1,7.34,Alto,1,5,2,16,2
RAD-003301,2026-09-20 03:06:54,INT001,Av_Regional_Calle_10,Semaforizada,4,Automovil,50,49.6,-36.8,0.0,0,0,100.9,144.9,2.74,6.3,22.3,Amarillo,0,5.02,Medio,0,6,2,14,2
RAD-017410,2026-09-20 03:09:44,INT001,Av_Regional_Calle_10,Semaforizada,2,Motocicleta,50,54.8,54.7,4.8,1,0,24.5,213.6,0.23,7.9,22.6,Verde,0,4.62,Medio,0,6,2,14,2
RAD-005912,2026-09-20 03:09:48,INT009,Calle_50_Carrera_43,Semaforizada,1,Automovil,50,53.2,45.0,3.2,1,0,71.8,54.7,-2.48,6.4,23.0,Verde,1,8.14,Critico,1,7,3,20,3
RAD-008532,2026-09-20 03:10:22,INT006,Av_Las_Vegas_Calle_10,Glorieta,2,Automovil,50,35.1,-30.2,0.0,0,0,41.5,117.4,-0.73,6.8,15.4,No_aplica,0,3.92,Medio,0,3,1,7,1
RAD-000747,2026-09-20 03:10:28,INT004,Av_Oriental_Calle_52,Semaforizada,4,Automovil,50,40.4,39.7,0.0,0,0,26.1,107.5,1.84,5.9,16.3,Verde,0,6.37,Medio,0,8,3,21,4
RAD-013931,2026-09-20 03:12:05,INT010,Carrera_52_Calle_44,Zona_residencial,1,Automovil,30,23.1,-17.3,0.0,0,0,14.6,335.7,1.57,6.4,15.6,No_aplica,0,6.39,Medio,0,5,2,16,2
RAD-000647,2026-09-20 03:12:18,INT007,Carrera_65_Calle_30,Semaforizada,4,Motocicleta,50,29.4,-24.7,0.0,0,0,89.4,287.3,1.03,12.1,26.8,Verde,0,5.59,Medio,0,6,2,15,2
RAD-020008,2026-09-20 03:17:02,INT012,Carrera_30_Calle_10,Zona_escolar,4,Automovil,30,36.3,-28.0,6.3,1,0,73.0,58.6,-0.3,4.9,11.4,No_aplica,0,3.24,Bajo,0,4,1,10,1
RAD-005858,2026-09-20 03:17:13,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,44.1,42.1,0.0,0,0,11.9,49.2,-1.36,9.3,28.7,Rojo,0,6.1,Medio,0,7,3,20,3
RAD-018652,2026-09-20 03:24:36,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,57.9,52.4,7.9,1,0,100.1,335.4,0.41,9.8,22.8,Verde,0,5.33,Medio,0,7,3,20,3
RAD-003640,2026-09-20 03:26:31,INT008,Calle_33_Carrera_76,No_semaforizada,4,Motocicleta,50,62.4,-46.9,12.4,1,0,68.6,232.4,-0.62,7.6,18.1,No_aplica,0,5.55,Medio,0,5,2,13,2
RAD-018122,2026-09-20 03:27:51,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,62.6,-61.6,12.6,1,0,97.2,105.4,-2.05,7.6,22.4,No_aplica,1,7.06,Alto,1,5,2,13,2
RAD-017122,2026-09-20 03:30:22,INT006,Av_Las_Vegas_Calle_10,Glorieta,4,Automovil,50,49.6,-45.7,0.0,0,0,105.6,161.4,0.12,8.5,18.3,No_aplica,0,1.39,Bajo,0,3,1,7,1
RAD-002433,2026-09-20 03:30:46,INT009,Calle_50_Carrera_43,Semaforizada,4,Motocicleta,50,51.1,-41.4,1.1,1,0,76.0,27.6,0.61,7.9,24.4,Rojo,1,7.03,Alto,1,7,3,20,3
RAD-019450,2026-09-20 03:32:31,INT002,Av_80_Calle_33,Semaforizada,4,Motocicleta,50,55.0,43.2,5.0,1,0,83.0,198.5,-0.03,5.8,21.6,Rojo,0,2.3,Bajo,0,5,1,11,1
RAD-010626,2026-09-20 03:34:06,INT011,Carrera_70_Calle_48,Zona_residencial,4,Camioneta,30,35.0,-32.2,5.0,1,0,16.4,123.4,0.25,6.0,21.1,No_aplica,0,5.29,Medio,0,6,2,19,3
RAD-001221,2026-09-20 03:35:52,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Automovil,50,60.5,-45.7,10.5,1,0,108.6,23.4,0.05,7.4,16.9,Verde,0,4.5,Medio,0,7,2,18,3
RAD-001028,2026-09-20 03:35:58,INT008,Calle_33_Carrera_76,No_semaforizada,4,Motocicleta,50,60.5,49.5,10.5,1,0,64.0,262.4,-0.96,5.7,12.1,No_aplica,0,6.28,Medio,0,5,2,13,2
RAD-018693,2026-09-20 03:36:04,INT005,Av_80_Calle_30,No_semaforizada,2,Automovil,50,48.1,-44.7,0.0,0,0,76.2,227.6,0.73,5.4,16.1,No_aplica,0,3.29,Bajo,0,4,1,9,1
RAD-010016,2026-09-20 03:37:23,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,52.3,42.8,2.3,1,0,92.8,41.1,0.68,9.3,22.2,Verde,0,2.94,Bajo,0,6,2,14,2
RAD-005481,2026-09-20 03:37:29,INT007,Carrera_65_Calle_30,Semaforizada,1,Motocicleta,50,46.2,34.8,0.0,0,0,72.0,59.2,0.81,6.6,19.9,Verde,0,4.31,Medio,0,6,2,15,2
RAD-014807,2026-09-20 03:37:49,INT011,Carrera_70_Calle_48,Zona_residencial,3,Motocicleta,30,31.3,-24.1,1.3,1,0,114.3,178.8,-0.59,10.6,40.1,No_aplica,1,7.41,Alto,1,6,2,19,3
RAD-018146,2026-09-20 03:38:01,INT010,Carrera_52_Calle_44,Zona_residencial,4,Camioneta,30,48.2,42.0,18.2,1,1,93.4,84.6,1.04,4.6,9.9,No_aplica,1,8.51,Critico,1,5,2,16,2
RAD-012680,2026-09-20 03:40:43,INT010,Carrera_52_Calle_44,Zona_residencial,2,Automovil,30,43.7,39.3,13.7,1,0,22.8,256.4,-0.7,8.3,20.6,No_aplica,0,5.71,Medio,0,5,2,16,2
RAD-017272,2026-09-20 03:44:53,INT008,Calle_33_Carrera_76,No_semaforizada,1,Bus,50,51.0,49.1,1.0,1,0,87.6,222.0,-0.38,7.1,15.3,No_aplica,0,4.15,Medio,0,5,2,13,2
RAD-024195,2026-09-20 03:45:05,INT012,Carrera_30_Calle_10,Zona_escolar,2,Automovil,30,45.8,39.0,15.8,1,1,94.2,66.4,1.1,9.6,29.6,No_aplica,0,5.79,Medio,1,4,1,10,1
RAD-004088,2026-09-20 03:46:13,INT007,Carrera_65_Calle_30,Semaforizada,1,Automovil,50,46.4,-37.5,0.0,0,0,22.6,301.9,-1.44,4.7,13.7,Verde,0,3.71,Medio,0,6,2,15,2
RAD-016974,2026-09-20 03:48:30,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,42.8,-42.4,0.0,0,0,47.4,128.0,-1.21,8.7,25.2,Verde,0,4.82,Medio,0,7,2,18,3
RAD-008673,2026-09-20 03:48:43,INT005,Av_80_Calle_30,No_semaforizada,4,Automovil,50,50.2,40.1,0.2,1,0,13.8,263.7,-1.95,11.5,36.5,No_aplica,0,4.5,Medio,0,4,1,9,1
RAD-023167,2026-09-20 03:49:37,INT001,Av_Regional_Calle_10,Semaforizada,1,Automovil,50,36.9,-34.4,0.0,0,0,104.3,153.7,-0.71,2.6,6.8,Rojo,0,4.59,Medio,0,6,2,14,2
RAD-014647,2026-09-20 03:50:27,INT001,Av_Regional_Calle_10,Semaforizada,1,Camioneta,50,67.2,-61.7,17.2,1,1,53.6,256.6,-0.45,4.5,13.3,Rojo,1,7.55,Alto,1,6,2,14,2
RAD-019959,2026-09-20 03:50:35,INT010,Carrera_52_Calle_44,Zona_residencial,1,Automovil,30,47.8,-40.4,17.8,1,1,18.8,319.3,-0.93,10.1,35.2,No_aplica,0,9.09,Critico,1,5,2,16,2
RAD-022837,2026-09-20 03:54:26,INT010,Carrera_52_Calle_44,Zona_residencial,2,Automovil,30,27.9,27.5,0.0,0,0,43.1,66.4,-0.21,5.0,13.3,No_aplica,0,5.72,Medio,0,5,2,16,2
RAD-001854,2026-09-20 03:59:52,INT007,Carrera_65_Calle_30,Semaforizada,4,Camioneta,50,51.1,49.2,1.1,1,0,40.5,241.2,-1.2,8.5,31.5,Verde,1,7.49,Alto,1,6,2,15,2
RAD-001243,2026-09-20 04:08:26,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Automovil,50,66.3,53.2,16.3,1,1,65.3,108.9,-2.64,6.0,14.1,Rojo,1,9.15,Critico,1,7,2,18,3
RAD-022141,2026-09-20 04:10:32,INT004,Av_Oriental_Calle_52,Semaforizada,4,Automovil,50,50.8,-42.8,0.8,1,0,22.0,155.6,-0.49,5.3,13.3,Verde,0,4.38,Medio,0,8,3,21,4
RAD-009026,2026-09-20 04:10:34,INT001,Av_Regional_Calle_10,Semaforizada,3,Camioneta,50,50.2,-40.9,0.2,1,0,84.2,140.7,-1.34,9.2,23.6,Verde,0,2.1,Bajo,0,6,2,14,2
RAD-004866,2026-09-20 04:10:48,INT008,Calle_33_Carrera_76,No_semaforizada,1,Automovil,50,40.2,-35.7,0.0,0,0,61.4,261.5,-0.95,6.5,19.6,No_aplica,0,4.14,Medio,0,5,2,13,2
RAD-001359,2026-09-20 04:14:51,INT001,Av_Regional_Calle_10,Semaforizada,2,Camioneta,50,44.0,-36.9,0.0,0,0,109.7,279.8,0.05,5.1,15.7,Verde,0,2.14,Bajo,0,6,2,14,2
RAD-003087,2026-09-20 04:16:04,INT009,Calle_50_Carrera_43,Semaforizada,1,Automovil,50,61.9,-54.4,11.9,1,0,90.4,29.5,-0.81,9.8,27.0,Verde,0,7.0,Alto,0,7,3,20,3
RAD-012380,2026-09-20 04:16:59,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,55.8,-44.6,5.8,1,0,92.7,174.9,-0.05,9.0,29.7,No_aplica,0,4.8,Medio,0,5,2,13,2
RAD-017855,2026-09-20 04:17:05,INT010,Carrera_52_Calle_44,Zona_residencial,2,Motocicleta,30,35.9,-32.4,5.9,1,0,60.2,317.4,0.14,10.0,35.7,No_aplica,0,5.61,Medio,0,5,2,16,2
RAD-011980,2026-09-20 04:19:06,INT008,Calle_33_Carrera_76,No_semaforizada,2,Camioneta,50,66.8,51.9,16.8,1,1,57.8,339.7,-0.05,5.7,20.0,No_aplica,0,6.1,Medio,1,5,2,13,2
RAD-003729,2026-09-20 04:19:24,INT007,Carrera_65_Calle_30,Semaforizada,2,Automovil,50,58.3,-56.8,8.3,1,0,73.8,162.4,2.58,7.2,18.3,Rojo,1,9.25,Critico,1,6,2,15,2
RAD-017857,2026-09-20 04:22:20,INT011,Carrera_70_Calle_48,Zona_residencial,2,Camioneta,30,35.4,35.1,5.4,1,0,54.3,117.1,0.98,7.5,26.3,No_aplica,0,6.29,Medio,0,6,2,19,3
RAD-005378,2026-09-20 04:25:08,INT010,Carrera_52_Calle_44,Zona_residencial,3,Automovil,30,29.3,24.9,0.0,0,0,25.7,289.7,0.74,5.9,16.8,No_aplica,0,4.98,Medio,0,5,2,16,2
RAD-016004,2026-09-20 04:27:08,INT002,Av_80_Calle_33,Semaforizada,3,Motocicleta,50,46.5,-34.6,0.0,0,0,64.8,173.2,0.12,8.0,25.4,Rojo,0,4.53,Medio,0,5,1,11,1
RAD-011073,2026-09-20 04:28:01,INT002,Av_80_Calle_33,Semaforizada,3,Automovil,50,39.5,33.7,0.0,0,0,90.0,111.9,2.2,8.9,32.2,Rojo,1,8.28,Critico,1,5,1,11,1
RAD-020374,2026-09-20 04:29:16,INT008,Calle_33_Carrera_76,No_semaforizada,1,Automovil,50,59.5,45.5,9.5,1,0,76.0,289.7,-0.68,6.8,24.3,No_aplica,0,6.15,Medio,0,5,2,13,2
RAD-003719,2026-09-20 04:31:48,INT004,Av_Oriental_Calle_52,Semaforizada,1,Automovil,50,62.7,47.8,12.7,1,0,44.8,72.4,-0.35,8.3,24.9,Verde,1,9.68,Critico,1,8,3,21,4
RAD-018919,2026-09-20 04:41:10,INT004,Av_Oriental_Calle_52,Semaforizada,4,Camioneta,50,57.0,-47.4,7.0,1,0,92.7,61.0,-2.19,6.1,21.4,Amarillo,1,8.31,Critico,1,8,3,21,4
RAD-005174,2026-09-20 04:45:11,INT012,Carrera_30_Calle_10,Zona_escolar,3,Motocicleta,30,22.9,-20.8,0.0,0,0,25.7,143.7,0.54,8.7,31.2,No_aplica,0,3.51,Medio,0,4,1,10,1
RAD-011353,2026-09-20 04:46:56,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,52.5,50.7,2.5,1,0,87.4,274.4,-2.82,10.4,37.1,No_aplica,0,5.98,Medio,0,5,2,13,2
RAD-016715,2026-09-20 04:51:15,INT001,Av_Regional_Calle_10,Semaforizada,3,Camion,50,52.0,44.9,2.0,1,0,45.4,127.0,0.89,8.3,28.0,Verde,0,4.61,Medio,0,6,2,14,2
RAD-021155,2026-09-20 04:52:07,INT005,Av_80_Calle_30,No_semaforizada,3,Motocicleta,50,60.0,-55.0,10.0,1,0,34.4,98.0,-0.06,7.6,27.5,No_aplica,0,4.72,Medio,0,4,1,9,1
RAD-022010,2026-09-20 04:52:42,INT010,Carrera_52_Calle_44,Zona_residencial,2,Motocicleta,30,21.3,20.7,0.0,0,0,86.7,202.2,-2.77,2.6,8.9,No_aplica,0,6.72,Alto,0,5,2,16,2
RAD-018066,2026-09-20 04:53:48,INT010,Carrera_52_Calle_44,Zona_residencial,2,Motocicleta,30,36.9,26.9,6.9,1,0,26.1,68.8,-2.22,7.1,22.3,No_aplica,0,6.4,Medio,0,5,2,16,2
RAD-022620,2026-09-20 04:56:20,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,57.0,55.6,7.0,1,0,99.3,292.2,-0.91,6.0,14.1,Rojo,0,6.51,Alto,0,7,2,18,3
RAD-021787,2026-09-20 04:59:27,INT007,Carrera_65_Calle_30,Semaforizada,3,Automovil,50,63.1,55.3,13.1,1,0,65.3,102.2,0.8,10.1,26.0,Rojo,0,7.14,Alto,0,6,2,15,2
RAD-012486,2026-09-20 04:59:42,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,45.6,-35.8,0.0,0,0,104.2,48.1,0.19,1.0,2.5,Verde,0,4.21,Medio,0,7,3,20,3
RAD-013389,2026-09-20 05:00:08,INT002,Av_80_Calle_33,Semaforizada,4,Motocicleta,50,35.6,34.3,0.0,0,0,67.9,324.3,-0.51,8.7,29.2,Verde,0,2.96,Bajo,0,5,1,11,1
RAD-012856,2026-09-20 05:01:06,INT004,Av_Oriental_Calle_52,Semaforizada,1,Camioneta,50,60.2,55.8,10.2,1,0,74.0,51.6,-0.38,8.0,19.6,Verde,1,7.99,Alto,1,8,3,21,4
RAD-001745,2026-09-20 05:02:27,INT002,Av_80_Calle_33,Semaforizada,3,Motocicleta,50,50.1,-46.0,0.1,1,0,72.5,253.3,-1.53,6.8,15.0,Rojo,0,4.42,Medio,0,5,1,11,1
RAD-006433,2026-09-20 05:04:27,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,26.5,-25.0,0.0,0,0,80.6,162.2,0.09,9.6,21.5,No_aplica,0,5.32,Medio,0,6,2,19,3
RAD-021427,2026-09-20 05:04:39,INT010,Carrera_52_Calle_44,Zona_residencial,4,Automovil,30,20.5,19.9,0.0,0,0,52.1,166.1,0.11,5.5,15.9,No_aplica,0,5.3,Medio,0,5,2,16,2
RAD-002173,2026-09-20 05:08:49,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Automovil,50,36.0,-31.5,0.0,0,0,103.2,79.5,-1.46,5.2,16.3,Rojo,0,6.48,Medio,0,7,2,18,3
RAD-002868,2026-09-20 05:10:32,INT006,Av_Las_Vegas_Calle_10,Glorieta,1,Motocicleta,50,31.4,26.3,0.0,0,0,44.1,118.4,-2.28,6.5,15.6,No_aplica,0,4.07,Medio,0,3,1,7,1
RAD-004605,2026-09-20 05:10:56,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,52.9,46.0,2.9,1,0,38.8,178.3,-0.15,8.5,23.3,No_aplica,0,4.84,Medio,0,5,2,13,2
RAD-011507,2026-09-20 05:11:03,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,45.0,-38.1,0.0,0,0,85.6,317.7,-0.38,5.7,19.9,Rojo,0,6.69,Alto,0,7,2,18,3
RAD-007217,2026-09-20 05:12:18,INT010,Carrera_52_Calle_44,Zona_residencial,2,Automovil,30,30.5,-30.2,0.5,1,0,33.0,228.8,-0.71,8.1,19.8,No_aplica,0,5.35,Medio,0,5,2,16,2
RAD-021393,2026-09-20 05:13:42,INT005,Av_80_Calle_30,No_semaforizada,2,Automovil,50,52.1,-41.4,2.1,1,0,35.7,276.3,1.24,6.6,20.1,No_aplica,0,6.14,Medio,0,4,1,9,1
RAD-004538,2026-09-20 05:16:31,INT001,Av_Regional_Calle_10,Semaforizada,4,Automovil,50,52.7,41.1,2.7,1,0,105.6,283.3,-1.19,4.0,14.9,Verde,0,3.07,Bajo,0,6,2,14,2
RAD-020907,2026-09-20 05:23:25,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Camioneta,50,51.1,-42.2,1.1,1,0,91.9,199.0,-0.03,7.4,20.6,Verde,0,4.33,Medio,0,7,2,18,3
RAD-020062,2026-09-20 05:23:34,INT002,Av_80_Calle_33,Semaforizada,3,Automovil,50,56.5,51.8,6.5,1,0,113.2,109.6,-0.32,9.0,22.4,Verde,0,4.63,Medio,0,5,1,11,1
